timestamp,website,status_code,latency,poll_time
2023-11-11 19:32:45.345092,https://www.apple.com/,200,219.464,0
2023-11-11 19:32:55.495455,https://www.apple.com/,200,144.851,10
2023-11-11 19:33:05.683514,https://www.apple.com/,200,182.229,20
2023-11-11 19:33:15.898458,https://www.apple.com/,200,212.449,30
2023-11-11 19:33:26.083823,https://www.apple.com/,200,181.875,40
2023-11-11 19:33:36.204307,https://www.apple.com/,200,116.169,50
2023-11-11 19:33:46.523065,https://www.apple.com/,200,316.538,60
2023-11-11 19:33:56.729692,https://www.apple.com/,200,204.38,70
2023-11-11 19:34:06.918685,https://www.apple.com/,200,181.708,80
2023-11-11 19:34:17.133769,https://www.apple.com/,200,211.146,90
2023-11-11 19:34:27.295189,https://www.apple.com/,200,155.579,100
2023-11-11 19:34:37.434836,https://www.apple.com/,200,135.137,110
2023-11-11 19:34:47.670508,https://www.apple.com/,200,229.93,120
2023-11-11 19:34:57.783155,https://www.apple.com/,200,108.644,130
2023-11-11 19:35:08.077111,https://www.apple.com/,200,291.168,140
2023-11-11 19:35:18.342204,https://www.apple.com/,200,263.265,150
2023-11-11 19:35:28.584306,https://www.apple.com/,200,237.16,160
2023-11-11 19:35:38.705210,https://www.apple.com/,200,115.195,170
2023-11-11 19:35:48.877564,https://www.apple.com/,200,170.928,180
2023-11-11 19:35:59.041681,https://www.apple.com/,200,158.24,190
2023-11-11 19:36:09.268223,https://www.apple.com/,200,219.46,200
2023-11-11 19:36:19.469491,https://www.apple.com/,200,199.657,210
2023-11-11 19:36:29.660591,https://www.apple.com/,200,184.194,220
2023-11-11 19:36:39.784078,https://www.apple.com/,200,117.747,230
2023-11-11 19:36:50.403611,https://www.apple.com/,200,610.765,240
2023-11-11 19:37:00.504486,https://www.apple.com/,200,99.899,250
2023-11-11 19:37:10.659629,https://www.apple.com/,200,149.346,260
2023-11-11 19:37:21.130081,https://www.apple.com/,200,468.983,270
2023-11-11 19:37:31.364264,https://www.apple.com/,200,231.879,280
2023-11-11 19:37:41.487092,https://www.apple.com/,200,116.987,290
2023-11-11 19:37:51.649871,https://www.apple.com/,200,159.834,300
2023-11-11 19:38:01.769387,https://www.apple.com/,200,115.305,310
2023-11-11 19:38:11.914755,https://www.apple.com/,200,141.729,320
2023-11-11 19:38:22.047347,https://www.apple.com/,200,130.01,330
2023-11-11 19:38:32.216181,https://www.apple.com/,200,163.522,340
2023-11-11 19:38:42.389083,https://www.apple.com/,200,171.59,350
2023-11-11 19:38:52.584157,https://www.apple.com/,200,193.026,360
2023-11-11 19:39:02.684108,https://www.apple.com/,200,97.607,370
2023-11-11 19:39:12.840349,https://www.apple.com/,200,149.969,380
2023-11-11 19:39:22.979989,https://www.apple.com/,200,137.077,390
2023-11-11 19:39:33.192200,https://www.apple.com/,200,209.525,400
2023-11-11 19:39:43.337451,https://www.apple.com/,200,143.523,410
2023-11-11 19:39:53.493763,https://www.apple.com/,200,154.78,420
2023-11-11 19:40:03.612788,https://www.apple.com/,200,113.363,430
2023-11-11 19:40:13.781646,https://www.apple.com/,200,166.41,440
2023-11-11 19:40:23.925142,https://www.apple.com/,200,139.487,450
2023-11-11 19:40:34.051252,https://www.apple.com/,200,122.325,460
2023-11-11 19:40:44.152979,https://www.apple.com/,200,95.398,470
2023-11-11 19:40:54.464654,https://www.apple.com/,200,307.127,480
2023-11-11 19:41:04.578520,https://www.apple.com/,200,113.91,490
