timestamp,website,status_code,latency,poll_time
2023-11-11 20:17:40.225704,https://4a48-2600-1700-f2f1-37e0-c99e-e7f6-a9ea-a181.ngrok-free.app,200,281.933,0
2023-11-11 20:17:50.435892,https://4a48-2600-1700-f2f1-37e0-c99e-e7f6-a9ea-a181.ngrok-free.app,200,205.162,10
2023-11-11 20:18:00.671465,https://4a48-2600-1700-f2f1-37e0-c99e-e7f6-a9ea-a181.ngrok-free.app,200,231.134,20
2023-11-11 20:18:10.873782,https://4a48-2600-1700-f2f1-37e0-c99e-e7f6-a9ea-a181.ngrok-free.app,200,200.844,30
2023-11-11 20:18:21.072281,https://4a48-2600-1700-f2f1-37e0-c99e-e7f6-a9ea-a181.ngrok-free.app,200,192.344,40
2023-11-11 20:18:31.270659,https://4a48-2600-1700-f2f1-37e0-c99e-e7f6-a9ea-a181.ngrok-free.app,200,193.54,50
2023-11-11 20:18:41.464460,https://4a48-2600-1700-f2f1-37e0-c99e-e7f6-a9ea-a181.ngrok-free.app,200,187.355,60
2023-11-11 20:18:51.664329,https://4a48-2600-1700-f2f1-37e0-c99e-e7f6-a9ea-a181.ngrok-free.app,200,195.635,70
2023-11-11 20:19:01.941705,https://4a48-2600-1700-f2f1-37e0-c99e-e7f6-a9ea-a181.ngrok-free.app,200,269.732,80
2023-11-11 20:19:12.142802,https://4a48-2600-1700-f2f1-37e0-c99e-e7f6-a9ea-a181.ngrok-free.app,200,198.455,90
2023-11-11 20:19:22.344564,https://4a48-2600-1700-f2f1-37e0-c99e-e7f6-a9ea-a181.ngrok-free.app,200,195.595,100
2023-11-11 20:19:32.555359,https://4a48-2600-1700-f2f1-37e0-c99e-e7f6-a9ea-a181.ngrok-free.app,200,209.579,110
2023-11-11 20:19:42.755372,https://4a48-2600-1700-f2f1-37e0-c99e-e7f6-a9ea-a181.ngrok-free.app,200,193.717,120
2023-11-11 20:19:52.951327,https://4a48-2600-1700-f2f1-37e0-c99e-e7f6-a9ea-a181.ngrok-free.app,200,194.991,130
2023-11-11 20:20:03.148202,https://4a48-2600-1700-f2f1-37e0-c99e-e7f6-a9ea-a181.ngrok-free.app,200,190.489,140
2023-11-11 20:20:13.386497,https://4a48-2600-1700-f2f1-37e0-c99e-e7f6-a9ea-a181.ngrok-free.app,200,232.407,150
2023-11-11 20:20:23.778517,https://4a48-2600-1700-f2f1-37e0-c99e-e7f6-a9ea-a181.ngrok-free.app,200,383.729,160
2023-11-11 20:20:34.117332,https://4a48-2600-1700-f2f1-37e0-c99e-e7f6-a9ea-a181.ngrok-free.app,200,332.793,170
2023-11-11 20:20:44.415139,https://4a48-2600-1700-f2f1-37e0-c99e-e7f6-a9ea-a181.ngrok-free.app,200,289.888,180
2023-11-11 20:20:54.634150,https://4a48-2600-1700-f2f1-37e0-c99e-e7f6-a9ea-a181.ngrok-free.app,200,215.461,190
2023-11-11 20:21:04.831382,https://4a48-2600-1700-f2f1-37e0-c99e-e7f6-a9ea-a181.ngrok-free.app,200,193.615,200
2023-11-11 20:21:15.034358,https://4a48-2600-1700-f2f1-37e0-c99e-e7f6-a9ea-a181.ngrok-free.app,200,195.759,210
2023-11-11 20:21:25.238875,https://4a48-2600-1700-f2f1-37e0-c99e-e7f6-a9ea-a181.ngrok-free.app,200,201.917,220
2023-11-11 20:21:35.430599,https://4a48-2600-1700-f2f1-37e0-c99e-e7f6-a9ea-a181.ngrok-free.app,200,190.088,230
2023-11-11 20:21:45.677906,https://4a48-2600-1700-f2f1-37e0-c99e-e7f6-a9ea-a181.ngrok-free.app,200,240.652,240
2023-11-11 20:21:55.876258,https://4a48-2600-1700-f2f1-37e0-c99e-e7f6-a9ea-a181.ngrok-free.app,200,191.037,250
